id_vertices,vertices,n_edges,edges
0,3,0,1,2,3,0,5,1
1,3,0,1,3,3,0,6,2
2,3,0,2,5,3,1,10,3
3,3,0,3,6,3,2,12,4
4,3,0,5,6,3,3,18,4
5,3,1,2,4,3,5,9,7
6,3,1,3,7,3,6,13,8
7,3,1,4,7,3,7,15,8
8,3,2,4,8,3,9,16,11
9,3,2,5,8,3,10,19,11
10,3,3,6,9,3,12,21,14
11,3,3,7,9,3,13,23,14
12,3,4,7,10,3,15,24,17
13,3,4,8,10,3,16,25,17
14,3,5,6,11,3,18,22,20
15,3,5,8,11,3,19,26,20
16,3,6,9,11,3,21,28,22
17,3,7,9,10,3,23,27,24
18,3,8,10,11,3,25,29,26
19,3,9,10,11,3,27,29,28
